"Notes"	"Occurrence County"	"Occurrence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alexandria city, VA"	"51510"	"2022 (provisional)"	"2022"	24	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Bristol city, VA"	"51520"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Buena Vista city, VA"	"51530"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2018"	"2018"	12	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2019"	"2019"	19	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2022 (provisional)"	"2022"	36	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2018"	"2018"	40	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2019"	"2019"	37	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2020"	"2020"	51	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2021"	"2021"	53	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2022 (provisional)"	"2022"	65	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	"2023 (provisional and partial)"	"2023"	24	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Colonial Heights city, VA"	"51570"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Covington city, VA"	"51580"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2018"	"2018"	11	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2019"	"2019"	19	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2020"	"2020"	17	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2021"	"2021"	25	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Fairfax city, VA"	"51600"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Falls Church city, VA"	"51610"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2018"	"2018"	20	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2019"	"2019"	17	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2020"	"2020"	21	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2021"	"2021"	28	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Fredericksburg city, VA"	"51630"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2018"	"2018"	29	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2019"	"2019"	55	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2020"	"2020"	51	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2021"	"2021"	53	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2022 (provisional)"	"2022"	59	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	"2023 (provisional and partial)"	"2023"	10	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2018"	"2018"	13	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2019"	"2019"	14	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2021"	"2021"	29	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2022 (provisional)"	"2022"	25	Not Applicable	Not Applicable
	"Hopewell city, VA"	"51670"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Lexington city, VA"	"51678"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2018"	"2018"	18	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2019"	"2019"	22	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2021"	"2021"	40	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2022 (provisional)"	"2022"	40	Not Applicable	Not Applicable
	"Lynchburg city, VA"	"51680"	"2023 (provisional and partial)"	"2023"	11	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2018"	"2018"	16	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2019"	"2019"	18	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2020"	"2020"	28	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2021"	"2021"	29	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Manassas Park city, VA"	"51685"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2018"	"2018"	12	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2020"	"2020"	15	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2021"	"2021"	17	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2018"	"2018"	51	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2019"	"2019"	43	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2020"	"2020"	80	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2021"	"2021"	79	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2022 (provisional)"	"2022"	81	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	"2023 (provisional and partial)"	"2023"	22	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2018"	"2018"	70	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2019"	"2019"	67	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2020"	"2020"	116	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2021"	"2021"	148	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2022 (provisional)"	"2022"	144	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	"2023 (provisional and partial)"	"2023"	41	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Norton city, VA"	"51720"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2018"	"2018"	26	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2019"	"2019"	23	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2020"	"2020"	39	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2021"	"2021"	49	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2022 (provisional)"	"2022"	47	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	"2023 (provisional and partial)"	"2023"	14	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Poquoson city, VA"	"51735"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2018"	"2018"	33	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2019"	"2019"	44	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2020"	"2020"	58	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2021"	"2021"	96	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2022 (provisional)"	"2022"	105	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	"2023 (provisional and partial)"	"2023"	25	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2019"	"2019"	0	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Radford city, VA"	"51750"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2018"	"2018"	131	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2019"	"2019"	152	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2020"	"2020"	234	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2021"	"2021"	292	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2022 (provisional)"	"2022"	330	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	"2023 (provisional and partial)"	"2023"	106	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2018"	"2018"	86	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2019"	"2019"	61	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2020"	"2020"	117	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2021"	"2021"	118	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2022 (provisional)"	"2022"	142	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	"2023 (provisional and partial)"	"2023"	38	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2019"	"2019"	16	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2020"	"2020"	20	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2021"	"2021"	17	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Salem city, VA"	"51775"	"2023 (provisional and partial)"	"2023"	10	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Staunton city, VA"	"51790"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2018"	"2018"	13	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2019"	"2019"	14	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2020"	"2020"	26	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2021"	"2021"	27	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2022 (provisional)"	"2022"	31	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2018"	"2018"	57	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2019"	"2019"	51	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2020"	"2020"	111	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2021"	"2021"	111	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2022 (provisional)"	"2022"	120	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	"2023 (provisional and partial)"	"2023"	35	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Waynesboro city, VA"	"51820"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2018"	"2018"	0	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Williamsburg city, VA"	"51830"	"2023 (provisional and partial)"	"2023"	0	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2018"	"2018"	17	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2019"	"2019"	28	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Winchester city, VA"	"51840"	"2023 (provisional and partial)"	"2023"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Occurrence States: Virginia (51)"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes"
"Group By: Occurrence County; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 6:41:19 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 6:41:19"
"AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Deaths occurring through October 07, 2023 as of October 15, 2023."
